,身高,体重,性别,年龄,学历,受教育时间(年),每周工作时长,职业
3435,163.18,52.14,男,50,高中,9,40,服务
3436,148.11,43.55,男,38,高中,9,40,服务
3437,153.69,65.03,男,63,高中,9,32,服务
3438,170.66,75.03,男,53,高中,9,50,服务
3439,161.76,53.71,女,40,硕士,13,50,服务
3440,162.08,60.25,男,23,本科,10,50,教育
3441,163.65,63.8,男,20,高中,9,43,服务
3442,159.74,65.44,男,46,本科,10,40,服务
3443,163.03,79.69,男,28,高中,6,40,服务
3444,159.27,71.74,男,59,硕士,14,50,教育
3445,158.87,49.03,男,41,硕士,13,40,教育
3446,150.57,58.03,男,33,初中及以下,1,40,教育
3447,144.99,43.71,男,56,高中,8,40,教育
3448,162.31,70.29,男,50,高中,9,55,销售
3449,155.54,65.07,女,31,硕士,13,50,教育
3450,160.59,55.03,男,41,博士,11,50,销售
3451,153.78,74.46,女,38,硕士,13,40,教育
3452,159.52,53.92,女,25,博士,12,40,教育
3453,162.61,67.18,女,18,高中,9,12,教育
3454,156.04,60.02,女,49,硕士,13,40,教育
3455,153.73,71.87,男,39,本科,10,40,服务
3456,159.79,47.19,女,22,本科,10,20,服务
3457,155.95,55.59,女,21,本科,10,25,教育
3458,146.41,48.77,男,35,硕士,13,40,销售
3459,165.18,54.52,女,21,高中,9,40,销售
3460,165.88,63.95,男,38,高中,9,40,销售
3461,149.4,65.53,女,55,初中及以下,4,20,销售
3462,156.08,60.66,男,31,高中,9,55,服务
3463,153.81,49.48,男,17,高中,7,20,教育
3464,155.09,63.3,男,31,硕士,13,50,教育
3465,159.03,80.84,男,25,硕士,13,40,教育
3466,163.38,79.07,男,39,硕士,14,55,教育
3467,158.98,75.65,男,50,初中及以下,4,40,服务
3468,156.33,71.73,女,38,硕士,13,20,教育
3469,145.41,52.94,男,50,本科,10,60,销售
3470,143.82,49.02,男,63,高中,6,40,教育
3471,151.01,62.0,男,31,高中,9,50,服务
3472,178.55,100.47,女,23,硕士,13,40,教育
3473,158.86,61.4,男,18,本科,10,20,教育
3474,160.57,72.23,女,43,硕士,13,48,教育
3475,173.8,89.29,男,34,本科,10,50,教育
3476,143.98,40.29,男,18,高中,7,35,销售
3477,152.04,51.85,男,46,高中,9,40,服务
3478,150.36,69.95,女,35,硕士,13,40,销售
3479,163.02,66.35,女,46,硕士,14,38,教育
3480,158.89,60.75,男,59,博士,11,40,服务
3481,147.25,40.36,女,31,初中及以下,4,30,服务
3482,149.92,51.28,女,27,高中,9,37,销售
3483,146.77,60.44,男,41,硕士,14,40,教育
3484,151.77,64.05,男,42,高中,9,40,教育
3485,159.63,78.62,男,55,硕士,13,40,教育
3486,154.94,73.25,女,34,高中,9,40,教育
3487,169.48,84.04,女,44,高中,9,40,服务
3488,156.0,71.2,女,26,硕士,13,50,教育
3489,165.17,75.13,女,36,博士,11,40,教育
3490,165.16,84.35,男,69,高中,5,35,教育
3491,161.17,73.23,女,33,本科,10,40,教育
3492,164.49,53.85,男,30,博士,11,40,教育
3493,161.43,48.28,女,35,高中,9,16,教育
3494,155.08,44.8,女,25,硕士,13,40,教育
3495,161.54,78.49,男,21,本科,10,40,教育
3496,149.52,45.52,男,18,高中,7,15,教育
3497,155.05,68.51,男,35,本科,10,60,教育
3498,166.98,79.19,男,20,高中,9,50,服务
3499,159.9,68.04,男,26,硕士,14,40,教育
3500,154.23,72.14,男,46,硕士,13,40,服务
3501,166.26,62.52,女,31,硕士,13,36,教育
3502,164.42,84.53,男,40,硕士,15,40,教育
3503,164.19,66.68,女,40,高中,9,52,教育
3504,163.03,71.5,女,31,硕士,13,40,教育
3505,172.86,84.22,男,32,博士,16,40,教育
3506,157.65,57.14,男,23,本科,10,40,教育
3507,163.83,53.63,男,25,硕士,14,40,教育
3508,150.96,54.06,男,37,本科,10,50,服务
3509,160.8,75.6,女,18,本科,10,20,销售
3510,162.2,75.37,女,55,高中,9,38,销售
3511,164.1,85.62,女,52,高中,5,40,销售
3512,153.23,51.01,女,26,高中,9,40,教育
3513,168.84,70.33,男,37,本科,10,40,服务
3514,159.3,72.01,女,39,高中,9,45,教育
3515,154.51,68.98,女,62,硕士,13,40,教育
3516,168.04,62.27,女,19,本科,10,25,教育
3517,156.55,69.4,男,47,高中,9,45,教育
3518,163.18,64.74,男,51,硕士,13,40,教育
3519,173.45,93.86,女,55,高中,9,40,教育
3520,161.35,52.29,男,30,高中,9,35,教育
3521,158.99,70.64,男,59,本科,10,36,教育
3522,153.39,72.6,男,45,高中,6,65,教育
3523,166.11,78.49,男,52,本科,10,45,教育
3524,162.9,63.16,男,21,高中,9,20,服务
3525,169.15,76.12,男,31,高中,9,55,服务
3526,156.19,50.75,男,29,本科,10,40,教育
3527,166.75,64.4,男,24,高中,9,40,服务
3528,154.69,47.03,男,17,高中,6,24,服务
3529,153.17,44.72,女,47,高中,9,40,服务
3530,154.37,75.48,男,46,本科,10,50,销售
3531,162.38,80.33,女,32,高中,9,28,销售
3532,164.22,74.6,男,34,高中,6,44,销售
3533,147.5,45.09,男,63,高中,8,40,服务
3534,154.8,73.46,男,21,本科,10,25,服务
3535,150.19,71.69,男,18,高中,9,36,服务
3536,166.11,57.31,男,49,博士,16,50,教育
3537,155.19,67.88,女,81,高中,9,20,教育
3538,164.9,78.71,男,36,博士,12,40,教育
3539,138.11,39.04,男,47,高中,9,40,教育
3540,163.64,64.69,男,36,硕士,14,50,销售
3541,162.65,83.56,男,39,博士,11,60,销售
3542,161.36,73.97,女,46,硕士,13,35,销售
3543,156.12,48.98,女,43,本科,10,40,教育
3544,168.19,56.93,女,39,硕士,13,35,教育
3545,154.79,43.22,女,29,本科,10,40,销售
3546,149.0,64.76,女,23,高中,9,16,服务
3547,146.32,57.42,男,57,高中,6,43,服务
3548,167.11,66.15,女,38,高中,9,42,销售
3549,151.0,53.85,女,25,硕士,13,40,销售
3550,155.32,64.64,男,39,本科,10,40,教育
3551,168.59,77.9,男,24,本科,10,40,销售
3552,158.25,61.35,男,56,硕士,14,44,销售
3553,158.71,60.28,女,39,高中,8,40,销售
3554,151.45,72.32,女,23,博士,11,60,销售
3555,156.38,59.37,女,17,高中,7,20,销售
3556,168.97,72.72,女,67,高中,9,16,教育
3557,159.76,68.14,男,41,硕士,13,50,教育
3558,155.88,77.55,女,24,硕士,13,50,教育
3559,153.71,64.76,男,51,硕士,13,40,教育
3560,152.59,59.36,女,30,高中,9,60,教育
3561,153.68,73.2,男,47,高中,9,40,教育
3562,149.38,52.44,男,56,高中,9,32,服务
3563,165.08,69.97,男,51,高中,9,38,服务
3564,158.86,67.44,男,57,本科,10,55,教育
3565,148.52,54.28,女,34,本科,10,40,教育
3566,166.24,69.38,男,24,硕士,13,40,教育
3567,154.64,43.95,男,57,高中,9,40,服务
3568,160.52,60.49,男,38,高中,9,40,服务
3569,164.84,75.06,女,23,高中,9,40,服务
3570,162.26,54.17,男,35,初中及以下,4,40,服务
3571,159.26,60.29,男,58,高中,9,52,服务
3572,154.73,60.79,女,19,高中,9,12,服务
3573,158.24,55.44,男,19,初中及以下,4,40,服务
3574,174.11,58.27,男,68,博士,16,60,教育
3575,157.12,73.73,男,43,本科,10,40,教育
3576,164.75,65.35,女,17,高中,7,20,教育
3577,169.95,70.47,男,53,博士,16,50,教育
3578,159.87,47.19,男,37,博士,16,99,教育
3579,151.47,72.62,男,21,硕士,13,25,教育
3580,145.15,38.52,男,63,高中,9,40,教育
3581,167.29,67.74,男,31,本科,10,50,服务
3582,154.02,48.6,男,29,高中,9,40,服务
3583,170.45,55.41,男,43,本科,10,40,服务
3584,155.17,63.39,女,27,硕士,15,65,教育
3585,149.11,52.22,男,25,高中,9,32,教育
3586,157.9,59.52,女,28,高中,9,40,教育
3587,153.66,62.98,女,54,高中,9,35,销售
3588,153.76,44.8,女,74,本科,10,12,销售
3589,161.04,80.54,女,31,本科,10,32,教育
3590,162.56,80.63,男,23,本科,10,48,服务
3591,158.68,65.27,女,19,硕士,13,30,教育
3592,143.88,53.84,女,39,初中及以下,1,20,教育
3593,149.61,44.07,女,61,高中,9,40,教育
3594,166.65,55.84,女,59,高中,9,40,教育
3595,154.58,76.18,女,27,博士,11,36,教育
3596,167.07,85.03,女,19,本科,10,20,教育
3597,159.35,53.4,男,23,高中,9,40,教育
3598,147.51,66.72,女,25,高中,9,35,教育
3599,152.11,45.23,男,40,本科,10,48,服务
3600,170.39,56.1,女,53,高中,7,37,服务
3601,147.33,62.19,男,32,硕士,13,45,教育
3602,177.31,98.74,男,72,博士,16,25,教育
3603,158.06,48.93,男,61,初中及以下,4,40,服务
3604,154.06,72.92,男,42,高中,9,40,销售
3605,155.24,68.93,女,17,高中,6,20,销售
3606,157.17,53.83,男,73,高中,9,16,服务
3607,157.07,50.84,男,41,本科,10,40,服务
3608,162.65,54.65,女,23,本科,10,20,服务
3609,156.72,71.89,女,23,高中,9,40,教育
3610,160.6,82.01,男,65,博士,11,15,教育
3611,161.9,76.16,女,45,高中,9,50,销售
3612,153.62,44.35,男,52,硕士,13,40,服务
3613,155.15,66.83,女,24,硕士,13,27,教育
3614,163.58,72.07,男,23,博士,11,40,教育
3615,157.19,47.82,女,30,本科,10,40,服务
3616,152.52,60.53,男,26,硕士,13,40,教育
3617,158.74,75.93,男,37,高中,9,56,教育
3618,150.82,53.84,男,17,高中,9,40,教育
3619,170.59,83.53,男,31,高中,9,40,销售
3620,168.38,67.51,女,52,高中,9,40,教育
3621,157.89,52.2,男,63,硕士,13,27,销售
3622,163.38,53.81,女,27,高中,9,60,销售
3623,155.85,57.63,男,31,高中,5,40,服务
3624,154.28,74.79,女,71,高中,9,35,教育
3625,159.63,66.18,男,35,硕士,13,60,教育
3626,164.29,71.67,女,44,高中,9,38,教育
3627,166.76,64.46,男,36,硕士,14,40,教育
3628,163.03,54.31,女,22,硕士,13,20,教育
3629,163.11,72.36,男,32,高中,9,48,教育
3630,158.86,66.9,女,30,硕士,13,40,教育
3631,159.14,57.71,男,60,高中,9,40,教育
3632,156.12,65.4,女,25,本科,10,40,教育
3633,160.56,53.44,女,76,初中及以下,4,12,教育
3634,168.74,81.02,男,41,高中,9,40,教育
3635,160.96,55.47,男,26,初中及以下,4,40,服务
3636,160.08,58.37,男,45,高中,8,40,服务
3637,173.8,95.5,女,32,本科,10,40,教育
3638,145.7,54.07,男,22,高中,9,40,教育
3639,160.23,79.14,男,39,硕士,13,40,销售
3640,147.32,52.29,男,63,硕士,13,40,服务
3641,152.99,70.89,女,23,博士,12,40,服务
3642,163.67,60.43,男,61,高中,6,40,服务
3643,144.97,52.21,男,31,博士,11,40,服务
3644,155.78,46.37,男,25,高中,5,45,服务
3645,160.92,64.57,女,33,高中,9,40,服务
3646,151.49,57.07,女,39,高中,9,36,销售
3647,169.89,65.61,女,53,硕士,13,40,服务
3648,157.71,74.35,女,26,硕士,13,40,教育
3649,157.99,62.22,男,21,本科,10,32,教育
3650,147.5,51.42,男,18,高中,9,40,教育
3651,156.11,49.73,男,34,硕士,13,60,教育
3652,175.36,71.21,男,44,硕士,14,40,教育
3653,160.2,81.63,男,31,高中,9,50,教育
3654,155.19,49.33,男,44,高中,9,40,服务
3655,150.76,64.72,男,42,硕士,15,60,教育
3656,139.27,60.48,男,43,高中,9,44,服务
3657,148.9,55.24,男,33,硕士,13,38,服务
3658,154.21,75.49,女,21,本科,10,30,销售
3659,155.66,50.44,男,30,高中,9,40,服务
3660,160.28,77.03,男,55,高中,9,60,服务
3661,162.84,74.19,女,57,本科,10,40,教育
3662,158.58,71.85,男,37,高中,9,50,教育
3663,160.94,47.05,男,32,高中,9,40,服务
3664,167.06,85.3,男,62,硕士,13,60,教育
3665,156.28,77.76,男,31,硕士,13,40,销售
3666,152.9,68.82,男,51,硕士,13,50,教育
3667,152.8,73.83,女,37,硕士,14,45,教育
3668,156.31,66.38,男,45,初中及以下,3,38,服务
3669,153.32,43.77,男,47,本科,10,40,服务
3670,169.1,76.78,男,31,高中,9,75,服务
3671,163.05,53.84,男,75,高中,7,30,教育
3672,156.54,67.25,男,43,硕士,14,50,教育
3673,173.31,93.7,男,39,博士,12,60,教育
3674,160.49,67.54,男,30,硕士,13,40,教育
3675,150.3,62.63,男,27,初中及以下,3,40,服务
3676,165.66,49.67,男,44,高中,9,40,服务
3677,152.76,50.84,女,53,硕士,14,35,教育
3678,166.23,61.97,男,40,硕士,13,40,教育
3679,161.49,49.3,女,18,高中,7,20,销售
3680,152.12,73.11,男,33,硕士,13,40,销售
3681,157.35,73.37,男,20,高中,9,40,销售
3682,160.8,61.04,男,38,本科,10,50,教育
3683,164.44,59.34,女,48,高中,9,35,教育
3684,160.82,69.88,男,46,高中,9,40,教育
3685,161.97,56.89,男,51,高中,9,40,教育
3686,153.19,62.05,女,35,高中,9,30,教育
3687,173.73,65.03,男,24,初中及以下,4,40,服务
3688,156.8,48.91,男,30,本科,10,50,服务
3689,167.37,51.02,男,70,高中,9,30,教育
3690,158.16,49.39,男,26,高中,9,44,服务
3691,170.02,74.03,男,34,高中,9,40,服务
3692,153.99,46.74,男,46,高中,9,40,服务
3693,163.0,72.04,女,70,高中,9,5,教育
3694,166.28,75.0,男,37,本科,10,40,教育
3695,154.76,67.43,女,36,本科,10,35,销售
3696,161.56,69.36,女,23,高中,5,40,服务
3697,158.3,69.15,男,28,高中,9,40,销售
3698,154.29,57.65,男,44,本科,10,50,教育
3699,164.98,60.42,男,58,高中,9,30,服务
3700,162.8,67.21,男,53,本科,10,60,教育
3701,157.97,69.62,男,23,本科,10,40,服务
3702,153.04,44.81,男,26,高中,9,40,服务
3703,155.77,62.12,男,21,本科,10,40,服务
3704,153.43,61.22,女,34,硕士,14,50,教育
3705,166.7,69.32,男,43,高中,7,40,教育
3706,154.77,47.14,男,22,本科,10,20,教育
3707,158.31,59.51,男,41,本科,10,50,教育
3708,157.93,51.78,男,36,高中,9,40,教育
3709,155.24,47.38,女,41,硕士,13,20,教育
3710,158.91,54.92,男,27,高中,9,40,教育
3711,160.03,76.22,男,42,本科,10,60,教育
3712,160.06,62.71,女,27,博士,11,35,教育
3713,167.24,70.4,男,41,高中,9,40,教育
3714,162.48,76.35,女,32,硕士,13,40,教育
3715,160.72,47.45,男,21,本科,10,20,教育
3716,162.5,68.0,男,44,硕士,13,50,教育
3717,170.68,53.48,男,29,硕士,13,40,教育
3718,154.4,54.85,女,19,本科,10,22,教育
3719,148.6,50.76,男,21,本科,10,40,教育
3720,152.08,53.63,男,46,高中,9,40,服务
3721,160.33,71.93,男,38,硕士,13,55,教育
3722,149.47,61.19,男,43,本科,10,48,教育
3723,146.69,58.79,男,54,高中,9,50,销售
3724,155.57,52.51,男,38,硕士,14,60,教育
3725,161.55,75.32,男,18,本科,10,40,教育
3726,154.41,48.04,女,50,高中,9,40,教育
3727,168.37,76.05,女,30,博士,11,36,教育
3728,157.59,61.46,男,30,高中,5,40,教育
3729,161.83,60.63,女,28,高中,9,35,教育
3730,156.68,70.63,女,26,博士,11,45,教育
3731,157.81,68.13,男,37,本科,10,43,教育
3732,159.92,71.67,男,32,高中,9,50,服务
3733,150.35,56.97,女,64,硕士,14,5,教育
3734,151.84,47.39,女,18,高中,9,28,销售
3735,155.35,59.79,男,30,本科,10,30,教育
3736,156.54,51.99,女,36,博士,11,8,教育
3737,147.18,46.61,男,18,高中,7,30,教育
3738,172.76,54.05,男,27,高中,9,40,教育
3739,165.87,78.95,男,49,高中,5,40,教育
3740,149.82,63.46,男,46,高中,9,43,教育
3741,159.35,78.63,男,37,高中,9,40,教育
3742,160.88,77.39,男,30,本科,10,40,服务
3743,152.32,53.14,女,29,高中,9,30,教育
3744,164.53,64.29,男,22,高中,9,40,教育
3745,165.15,49.75,男,25,高中,9,30,教育
3746,155.15,54.15,女,38,高中,9,30,销售
3747,166.56,84.21,女,32,硕士,13,40,销售
3748,158.8,80.57,男,35,本科,10,50,销售
3749,155.78,72.72,男,56,硕士,14,80,教育
3750,149.38,59.11,女,29,本科,10,40,教育
3751,149.53,61.92,男,41,高中,9,40,服务
3752,161.16,59.42,男,47,高中,9,40,服务
3753,158.63,52.5,女,23,硕士,13,40,教育
3754,164.35,79.0,男,46,硕士,13,45,销售
3755,155.16,55.79,男,28,高中,9,40,销售
3756,156.27,47.35,女,39,硕士,13,20,教育
3757,163.72,63.24,女,42,本科,10,50,教育
3758,155.92,68.78,男,39,高中,9,48,服务
3759,162.21,71.29,男,68,初中及以下,4,30,服务
3760,158.83,56.68,男,37,硕士,13,55,服务
3761,153.19,62.84,女,57,硕士,15,40,教育
3762,161.65,59.82,女,22,本科,10,30,教育
3763,165.45,80.88,男,24,博士,11,30,教育
3764,158.04,62.89,男,19,本科,10,50,服务
3765,159.12,50.45,女,55,博士,12,30,销售
3766,148.24,67.55,男,37,高中,9,40,销售
3767,151.81,48.16,女,37,本科,10,40,教育
3768,171.65,78.22,男,28,硕士,13,50,教育
3769,154.9,51.13,女,27,高中,9,40,教育
3770,151.77,47.87,女,40,硕士,13,20,教育
3771,163.99,81.88,女,51,高中,9,40,销售
3772,152.63,50.96,男,52,博士,11,56,服务
3773,157.22,59.59,女,74,本科,10,3,服务
3774,154.04,73.95,男,49,本科,10,50,教育
3775,160.26,80.44,女,20,本科,10,40,教育
3776,156.19,58.47,女,40,本科,10,50,教育
3777,166.25,67.07,男,80,本科,10,60,教育
3778,157.78,46.97,男,63,本科,10,40,教育
3779,161.94,66.43,男,63,高中,9,45,服务
3780,163.83,76.26,女,51,本科,10,40,教育
3781,158.81,54.34,女,23,高中,9,40,教育
3782,155.42,70.22,男,66,高中,9,20,教育
3783,154.81,53.8,男,33,高中,9,66,销售
3784,160.04,64.41,男,49,高中,9,43,销售
3785,163.55,58.84,男,20,本科,10,32,服务
3786,155.89,58.81,男,33,博士,12,60,教育
3787,159.28,77.14,男,26,本科,10,40,教育
3788,152.35,46.87,男,52,高中,9,50,教育
3789,156.79,67.12,男,33,硕士,13,50,教育
3790,164.31,54.11,男,47,硕士,13,45,销售
3791,156.86,65.32,男,23,高中,9,75,教育
3792,143.4,52.7,男,53,博士,12,40,教育
3793,162.84,81.53,男,19,本科,10,20,教育
3794,164.26,65.56,男,26,本科,10,40,教育
3795,158.03,73.31,男,53,初中及以下,4,60,服务
3796,155.08,67.42,男,65,高中,9,10,服务
3797,144.01,41.28,男,68,硕士,13,30,服务
3798,164.28,52.36,男,30,高中,6,18,销售
3799,162.49,60.26,男,28,高中,7,45,销售
3800,157.77,58.37,男,54,高中,6,45,销售
3801,147.15,49.83,男,30,高中,9,10,销售
3802,151.29,68.96,男,22,本科,10,50,教育
3803,151.93,53.55,男,25,高中,9,30,教育
3804,160.42,59.87,男,19,高中,7,20,教育
3805,161.6,78.73,女,19,本科,10,35,教育
3806,156.91,73.98,男,32,硕士,15,40,教育
3807,156.8,71.86,女,23,硕士,13,40,教育
3808,161.9,57.76,男,51,硕士,13,45,教育
3809,161.09,53.74,男,25,本科,10,44,销售
3810,160.49,62.68,女,46,硕士,13,40,教育
3811,163.43,81.15,女,38,本科,10,50,服务
3812,165.11,72.58,男,26,高中,9,40,服务
3813,167.47,87.13,女,46,高中,9,40,教育
3814,158.81,72.31,女,25,硕士,13,40,教育
3815,159.37,48.8,女,20,本科,10,16,教育
3816,155.09,64.75,男,29,硕士,14,35,教育
3817,150.56,65.95,男,51,硕士,14,50,教育
3818,162.85,83.53,男,40,本科,10,52,教育
3819,151.95,61.41,女,24,本科,10,40,教育
3820,156.71,59.37,男,24,硕士,13,50,教育
3821,157.06,76.79,女,31,博士,11,24,教育
3822,149.03,55.61,女,54,高中,9,30,教育
3823,158.67,59.28,男,34,博士,12,60,教育
3824,147.59,39.87,男,19,本科,10,66,教育
3825,146.15,54.4,男,21,高中,9,40,服务
3826,155.07,47.05,男,21,高中,6,70,服务
3827,164.6,49.22,男,23,本科,10,24,服务
3828,152.52,47.18,男,37,本科,10,40,服务
3829,158.89,57.02,男,40,硕士,14,46,教育
3830,153.02,55.42,男,57,高中,9,30,教育
3831,156.56,69.66,男,48,硕士,13,40,教育
3832,157.18,56.62,男,24,高中,7,40,服务
3833,169.23,83.47,男,43,本科,10,40,教育
3834,152.67,63.98,女,32,硕士,13,20,教育
3835,154.72,73.95,女,40,高中,9,40,教育
3836,150.24,64.97,男,52,硕士,15,35,教育
3837,153.24,50.4,男,49,高中,9,40,教育
3838,166.15,64.54,男,45,本科,10,40,教育
3839,163.33,62.65,男,62,高中,9,40,教育
3840,164.45,82.47,男,29,博士,11,40,教育
3841,162.67,54.15,女,49,高中,9,40,服务
3842,161.74,70.69,女,55,本科,10,40,教育
3843,155.09,45.77,男,20,本科,10,72,教育
3844,150.28,70.32,男,37,硕士,13,40,教育
3845,156.19,70.08,男,43,硕士,13,40,教育
3846,158.51,47.01,女,29,本科,10,40,教育
3847,154.1,64.65,女,44,高中,9,40,销售
3848,155.38,60.84,男,28,本科,10,40,服务
3849,157.37,51.49,女,38,本科,10,45,教育
3850,155.73,67.15,男,45,博士,11,50,销售
3851,169.48,84.18,男,22,本科,10,40,销售
3852,155.92,72.94,女,19,本科,10,20,销售
3853,159.05,64.63,男,20,高中,8,40,销售
3854,148.22,40.2,男,60,高中,9,40,服务
3855,169.89,54.54,女,30,高中,9,40,销售
3856,153.81,66.62,男,22,本科,10,40,教育
3857,165.0,54.87,女,51,本科,10,60,销售
3858,154.79,59.29,女,31,硕士,13,40,教育
3859,167.22,57.24,女,48,高中,9,40,教育
3860,154.87,59.92,男,43,硕士,13,40,销售
3861,167.01,61.56,男,51,高中,9,40,服务
3862,155.82,63.96,男,41,博士,11,48,服务
3863,159.13,72.68,男,62,博士,11,40,服务
3864,160.61,57.61,男,50,高中,9,40,服务
3865,162.85,81.55,女,46,高中,9,40,销售
3866,160.28,80.41,男,54,本科,10,60,服务
3867,165.23,64.74,男,68,高中,9,45,服务
3868,158.14,69.48,男,23,博士,12,30,服务
3869,160.55,71.47,女,49,硕士,14,35,销售
3870,159.14,47.01,男,24,高中,6,40,服务
3871,156.9,66.8,男,30,高中,9,40,服务
3872,146.12,65.15,男,38,高中,9,45,服务
3873,156.34,55.63,女,34,高中,9,35,销售
3874,153.48,58.57,男,22,本科,10,40,教育
3875,155.02,53.26,男,30,初中及以下,4,40,服务
3876,161.12,78.83,男,61,初中及以下,4,31,服务
3877,153.89,74.99,男,36,高中,9,40,教育
3878,153.75,42.75,男,51,博士,11,40,教育
3879,153.03,61.59,女,43,初中及以下,3,40,服务
3880,171.57,53.09,男,54,本科,10,48,服务
3881,167.05,79.82,女,63,高中,9,25,教育
3882,153.74,69.82,男,51,本科,10,40,教育
3883,162.16,54.11,男,63,高中,6,40,服务
3884,162.57,61.61,男,51,硕士,14,60,教育
3885,158.17,58.12,女,27,高中,9,35,销售
3886,151.01,72.85,男,35,博士,12,40,服务
3887,164.8,60.24,女,31,硕士,13,25,服务
3888,158.94,59.35,男,46,高中,9,40,服务
3889,154.22,44.08,男,53,博士,11,40,服务
3890,147.59,66.16,男,26,本科,10,24,教育
3891,157.53,45.52,男,43,高中,9,40,服务
3892,151.47,60.43,男,39,高中,9,50,销售
